old_path,old_name,recording_id,source_ids,canonical_path,source_sha256
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260920-2037-30.7704618.mp4,20260920-2037-30.7704618.mp4,Rd9acf858195a,S31,"F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S31 - Cooling and heat pumps, interior scope, plaster-drywall and moisture, three recorded exams - Rd9acf858195a.mp4",d9acf858195a3e588692dbc3d6cfe9d3783e76914e98eac9e46fb3ff37faaa84
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-20 191213.mp4,Recording 2026-09-20 191213.mp4,Rd9acf858195a,S31,"F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S31 - Cooling and heat pumps, interior scope, plaster-drywall and moisture, three recorded exams - Rd9acf858195a.mp4",d9acf858195a3e588692dbc3d6cfe9d3783e76914e98eac9e46fb3ff37faaa84
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-0325-13.3188907.mp4,20260921-0325-13.3188907.mp4,R8c7b33134e79,S32,"F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S32 - Interior Unit 7 opening, personally flagged Code Check 3-way and 4-way switching chart - R8c7b33134e79.mp4",8c7b33134e7923f5ed6f61ccc89cfe72a39faf7e3eb762795bc97d85267a1feb
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-20 232624.mp4,Recording 2026-09-20 232624.mp4,R8c7b33134e79,S32,"F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S32 - Interior Unit 7 opening, personally flagged Code Check 3-way and 4-way switching chart - R8c7b33134e79.mp4",8c7b33134e7923f5ed6f61ccc89cfe72a39faf7e3eb762795bc97d85267a1feb
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260920-0244-29.6601114.mp4,20260920-0244-29.6601114.mp4,Rd37a7149f40e,S38,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S38 - Hydronic and electric heating refrigeration and cooling lessons - Rd37a7149f40e.mp4,d37a7149f40e6986ab19cfb468c583da10c99d0d642f1c9e835aab19f83bba99
F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S38 - Hydronic and electric heating refrigeration and cooling lessons - Rd37a7149f40e.mp4,2026-09-20 - S38 - Hydronic and electric heating refrigeration and cooling lessons - Rd37a7149f40e.mp4,Rd37a7149f40e,S38,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-20 - S38 - Hydronic and electric heating refrigeration and cooling lessons - Rd37a7149f40e.mp4,d37a7149f40e6986ab19cfb468c583da10c99d0d642f1c9e835aab19f83bba99
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-0326-42.4669895.mp4,20260921-0326-42.4669895.mp4,Ra21571269462,S33,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S33 - Kitchen appliances bathrooms laundry and life safety - Ra21571269462.mp4,a21571269462345055a7168382083b49db6912875ea8486fb4e93acf89dec059
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-21 020522.mp4,Recording 2026-09-21 020522.mp4,Ra21571269462,S33,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S33 - Kitchen appliances bathrooms laundry and life safety - Ra21571269462.mp4,a21571269462345055a7168382083b49db6912875ea8486fb4e93acf89dec059
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-0614-52.4793553.mp4,20260921-0614-52.4793553.mp4,R009a2c2c3904,S34,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S34 - Insulation air and vapor control ventilation and exams - R009a2c2c3904.mp4,009a2c2c39047963b9a24da6b27af778c2cb01c46e23e3dc7494f6eb83dafd17
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-21 044719.mp4,Recording 2026-09-21 044719.mp4,R009a2c2c3904,S34,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S34 - Insulation air and vapor control ventilation and exams - R009a2c2c3904.mp4,009a2c2c39047963b9a24da6b27af778c2cb01c46e23e3dc7494f6eb83dafd17
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-0852-08.6462659.mp4,20260921-0852-08.6462659.mp4,R6bd9539d3eba,S35,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S35 - Insulation completion pools irrigation environmental topics and course exam review - R6bd9539d3eba.mp4,6bd9539d3ebad1b5361765e10f5387130f822edacdb0bfc89efd3dea2154bb87
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-1017-10.4919007.mp4,20260921-1017-10.4919007.mp4,Re6da3a6100ac,S36,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S36 - Inspector role outline and initial practice assessment - Re6da3a6100ac.mp4,e6da3a6100ac7f97b01234807281192b0ef94c158690060845c82b0b3c0a1f37
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260921-1059-44.5643258.mp4,20260921-1059-44.5643258.mp4,R51371bd68c3f,S37,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S37 - Initial practice assessment result - 36 of 50 72 percent - R51371bd68c3f.mp4,51371bd68c3fb80791b2fe87853fb6f28ec8a650a2189bc6a3f3e9dfab037caa
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Recording 2026-09-21 070110.mp4,Recording 2026-09-21 070110.mp4,R51371bd68c3f,S37,F:\SEED BANK\RECORDINGS\Home Inspection\2026-09-21 - S37 - Initial practice assessment result - 36 of 50 72 percent - R51371bd68c3f.mp4,51371bd68c3fb80791b2fe87853fb6f28ec8a650a2189bc6a3f3e9dfab037caa
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\Address eval\Snapshot\Snapshot_505WalkerAve_GoogleMaps.mp4,Snapshot_505WalkerAve_GoogleMaps.mp4,R70c2edb4c1f5,PS-505-01,F:\SEED BANK\RECORDINGS\Property Reviews\2026-09-20 - PS-505-01 - 505 Walker Ave - Google Maps and Street View snapshot - R70c2edb4c1f5.mp4,70c2edb4c1f505e56acda72e008cf33ee61a5059e82099bfb2f7d1ce1f34f0de
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\20260920-2321-59.9933838.mp4,20260920-2321-59.9933838.mp4,R4f902a2e300b,,F:\SEED BANK\RECORDINGS\Recovery\2026-09-20 - Interior lessons - interrupted original preserved - R4f902a2e300b.mp4,4f902a2e300b82dcf4b00de8b69dc3cbe3d3daa768053408b481b31d0c70e871
F:\SEED BANK\RECORDINGS\Recording (5).m4a,Recording (5).m4a,R305a9fec5799,,F:\SEED BANK\RECORDINGS\Silent Captures\2026-04-06 - Silent audio capture - 18 seconds - R305a9fec5799.m4a,305a9fec57995d964c8d0a386f331f8f4d0d6cc0295d5913ed7f07c747eefe1e
F:\SEED BANK\RECORDINGS\Recording (6).m4a,Recording (6).m4a,R60bf0e4edde5,,F:\SEED BANK\RECORDINGS\Silent Captures\2026-04-06 - Silent audio capture - 49 seconds - R60bf0e4edde5.m4a,60bf0e4edde51384496eb1fdbe19d27476cf13613d59d051a46029cf2ff8cff2
F:\SEED BANK\RECORDINGS\Recording (7).m4a,Recording (7).m4a,R644a8f35076c,,F:\SEED BANK\RECORDINGS\Silent Captures\2026-04-06 - Silent audio capture - 7 seconds - R644a8f35076c.m4a,644a8f35076c0f5725937a7c7355f449ab7d46bddb4434230ca74ce7a69ec235
F:\SEED BANK\RECORDINGS\Recording (3).m4a,Recording (3).m4a,R6a1c01550075,,F:\SEED BANK\RECORDINGS\Silent Captures\2026-04-06 - Silent audio capture - 15 seconds - R6a1c01550075.m4a,6a1c015500757f5723626890ad1f8477361ee6ff8604bb6f0bac1d58adbf93d4
F:\SEED BANK\RECORDINGS\Recording (4).m4a,Recording (4).m4a,Rc1638812dff1,,F:\SEED BANK\RECORDINGS\Silent Captures\2026-04-06 - Silent audio capture - 9 seconds - Rc1638812dff1.m4a,c1638812dff1be268a344cd50012b1a0e67988ab1243c59a5271b0141b0deb35
F:\SEED BANK\RECORDINGS\Recording (2).m4a,Recording (2).m4a,Reeea47cf9c91,,F:\SEED BANK\RECORDINGS\Unidentified Audio\2026-04-02 - Audio note - content unconfirmed - Recording 2 - Reeea47cf9c91.m4a,eeea47cf9c91a6d3bc3668109ca6ac299b416cf56360c6b4a133b1099465e5b1
F:\SEED BANK\RECORDINGS\Recording.m4a,Recording.m4a,Rf5b62e5f052c,,F:\SEED BANK\RECORDINGS\Unidentified Audio\2026-04-02 - Audio note - content unconfirmed - Recording - Rf5b62e5f052c.m4a,f5b62e5f052c2b02c71389dbe8200ee4240e52da06835d8065f0df4aec1b4f7f
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_02.m4a,GABE_BEN_BBDF_part_02.m4a,R0335041111c9,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_02.m4a,0335041111c969caa29e736960b91dbe3767babdfcd95eb3dde8efb701344983
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_31.m4a,GABE_BEN_BBDF_part_31.m4a,R0f846ec90fd1,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_31.m4a,0f846ec90fd168f8fbed26d4d99838510c72caf12dc8ca5e2f3650858864e9a3
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_17.m4a,GABE_BEN_BBDF_part_17.m4a,R15b302d39938,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_17.m4a,15b302d39938718d132725bd5fbd7b137327952c321b29d512c34ff7f2394d9c
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_18.m4a,GABE_BEN_BBDF_part_18.m4a,R1ee156de0d8a,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_18.m4a,1ee156de0d8a3836da4e35049d5183b3503fe8afc1dda31d04c2a2d41831f259
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_36.m4a,GABE_BEN_BBDF_part_36.m4a,R208e0292d000,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_36.m4a,208e0292d000425bb5ef36ceb17ece64812fc67156b3dc637c086bc3dd565c9d
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_26.m4a,GABE_BEN_BBDF_part_26.m4a,R23b29f8787ad,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_26.m4a,23b29f8787ad0a2570077778e1a247d9eb95e76e059b1ad563546daea52c8566
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_35.m4a,GABE_BEN_BBDF_part_35.m4a,R26753437793e,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_35.m4a,26753437793e6705e7303bc2d675f6b9a3a6ad89f0bf2d5282c759e8905449bc
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_08.m4a,GABE_BEN_BBDF_part_08.m4a,R2a56010de534,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_08.m4a,2a56010de534ab2835ffd4b77f3e2ad8ea59b9064fc5afeede5d82fc8496db69
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_27.m4a,GABE_BEN_BBDF_part_27.m4a,R2bbf9c2a3ac6,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_27.m4a,2bbf9c2a3ac68f49d17f3336088afae3bbc6bd1f4b15884c3917ca0be9f0454d
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_09.m4a,GABE_BEN_BBDF_part_09.m4a,R2c35beeeba45,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_09.m4a,2c35beeeba459f962981d8cdbf0ddd324aeddb3e3387b6cbb31794dc843a0c54
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_03.m4a,GABE_BEN_BBDF_part_03.m4a,R2c3a19673e9b,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_03.m4a,2c3a19673e9b199f42e41e85bb9f2b1d6814c18a890673d2fd02d8cdf6e4868d
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_28.m4a,GABE_BEN_BBDF_part_28.m4a,R349786a27527,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_28.m4a,349786a27527a1109d452eba053cc5c831f1631aa590e42d3d80847d460e3f6f
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_29.m4a,GABE_BEN_BBDF_part_29.m4a,R3fd4b3a44418,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_29.m4a,3fd4b3a444181024b84b1604d3f18fa94a478650be8c9e6d813332c85fa997e0
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_34.m4a,GABE_BEN_BBDF_part_34.m4a,R4417a633d4f6,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_34.m4a,4417a633d4f6472fbe44b03c2b4dc4f3f16fd2c6d2430d19eff46574cb317843
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_12.m4a,GABE_BEN_BBDF_part_12.m4a,R5b720b141127,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_12.m4a,5b720b14112737c53d71edc4a6c0d59cfb5ccfdf79f0879e9bceed8d79881712
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_23.m4a,GABE_BEN_BBDF_part_23.m4a,R5dc444c1f805,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_23.m4a,5dc444c1f805ddd8789a070f6eba0c03ec41e2211f6b14bd16459b131598ad2c
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_30.m4a,GABE_BEN_BBDF_part_30.m4a,R6862275236f5,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_30.m4a,6862275236f5208c55a59785f566584d31aa4259b82207bf380ec8c5fe6c8102
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_01.m4a,GABE_BEN_BBDF_part_01.m4a,R71a8d9736212,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_01.m4a,71a8d97362121fef7963b530f44e7a8770553631c077397a8b233b9d434db0e5
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_19.m4a,GABE_BEN_BBDF_part_19.m4a,R83e92baed7bd,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_19.m4a,83e92baed7bdaeb3c825b99f7f8909a21ebc5795b1562939e5d029485e77be8b
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_14.m4a,GABE_BEN_BBDF_part_14.m4a,R89b2e3618021,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_14.m4a,89b2e361802124610df91330301ee86d1106dfe2520c3e6fd68f8b66e3aac8a5
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_05.m4a,GABE_BEN_BBDF_part_05.m4a,R8cf985848638,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_05.m4a,8cf985848638dae4d8d6bdc6d27e7159d5926dce33db4c32a68680955e6e2f96
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_24.m4a,GABE_BEN_BBDF_part_24.m4a,R8da5ea5cff2f,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_24.m4a,8da5ea5cff2ffddd4143b5115dce6b8ab1902f2a0cc71e3144b9af1e91fa2c89
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_33.m4a,GABE_BEN_BBDF_part_33.m4a,Ra15e68a6a900,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_33.m4a,a15e68a6a900601f824b4a964272d36393ca6e1e70c78d12c110e1bf23e4d24e
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_06.m4a,GABE_BEN_BBDF_part_06.m4a,Ra28071b0acd3,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_06.m4a,a28071b0acd34ee17b2ec8fbf0654cb532dc1c7f106a5f282091e2235f447fd3
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_07.m4a,GABE_BEN_BBDF_part_07.m4a,Ra367b47b3656,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_07.m4a,a367b47b3656791c8dae505d990b8a4ef8af474ad97ecb1a5ff9ac724160cea1
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_10.m4a,GABE_BEN_BBDF_part_10.m4a,Rb3e12003be35,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_10.m4a,b3e12003be35fc572f3d48834f2bac8e21709accce79dd9bc0442aca51378200
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_22.m4a,GABE_BEN_BBDF_part_22.m4a,Rbb818bf40d20,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_22.m4a,bb818bf40d20793eae0dc54c6bc49a9a26896fa837416f59b5918097e4559f8f
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_32.m4a,GABE_BEN_BBDF_part_32.m4a,Rcba2f6fb4015,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_32.m4a,cba2f6fb40159ba99f03c2a683246057d3138419a9f0c07a6c4ae98d81f906b5
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_04.m4a,GABE_BEN_BBDF_part_04.m4a,Rce6b80c7ad24,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_04.m4a,ce6b80c7ad24e80311563bc77f2407e53c6f746d055cd300c34ebadb8cbb1442
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_25.m4a,GABE_BEN_BBDF_part_25.m4a,Rd808d651a3b9,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_25.m4a,d808d651a3b96e3c3805d9fd6a70e29d47b2a3f1ef303f7a327961d29eb0de78
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_16.m4a,GABE_BEN_BBDF_part_16.m4a,Rdaee19d375c9,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_16.m4a,daee19d375c9146341fb7871ef5cd02f64f950b84dc912cd66440eaa09479889
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_15.m4a,GABE_BEN_BBDF_part_15.m4a,Rdfdcf09c73dc,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_15.m4a,dfdcf09c73dc2517ad1bfae7154d5bfad0c6880766ede2f78762af8d9778309c
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_13.m4a,GABE_BEN_BBDF_part_13.m4a,Re4b696df6928,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_13.m4a,e4b696df692831337c91c111daaa5d385f536eaf96b2986dff2fdfae29d0e531
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_21.m4a,GABE_BEN_BBDF_part_21.m4a,Rea2c7efdbf63,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_21.m4a,ea2c7efdbf63e502e93b8a20e3bba1174b4fa1f5589ca865fcecd2a5a4bbc450
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_11.m4a,GABE_BEN_BBDF_part_11.m4a,Rfb9105a4d3d6,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_11.m4a,fb9105a4d3d62b1573260f21c993433eef064fe06120356c358b4fb1a6ffa458
C:\Users\benja\Dropbox\THE PERFORMANCE TEAM\Sound Recordings\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_5min_chunks\GABE_BEN_BBDF_part_20.m4a,GABE_BEN_BBDF_part_20.m4a,Rfe9e48d4a886,,F:\SEED BANK\RECORDINGS\Derivatives\Ben and Gabe\GABE_BEN_BBDF_part_20.m4a,fe9e48d4a8865f552695d0ef61c8466eb543826d02e97d054272a46db64e0d0a
